"id","inactive","type","display_value","changed","translate","multilingual","language_independent_code","parent_lic","high","low","order","active","language_name","replication_level","target_low","target_high","weighting_factor","description","created_at","updated_at"
1,false,AAG_ACCOUNT_TYPE,Banking,false,true,false,Banking,"","","",1,true,English-American,All,,,,"",,
