ID,object_language_locked,object_locked,object_locked_by_name,object_locked_date,NAME,changed,repository_name,user_name,alias,type,file,abbreviation_1,abbreviation_2,abbreviation_3,append_data,dflt_mapping_col_name_prefix,seed_filter,seed_locale_filter,seed_usage,group,owner_organization_specifier,status,volatile,inactive,node_type,partition_indicator,comments,external_api_write,project_id,base_table_id,created_at,updated_at
1,NULL,FALSE,NULL,,CX_ACTION_PLAN,FALSE,Siebel Repository,CX_ACTION_PLAN,NULL,Data (Public),FALSE,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,Active,FALSE,FALSE,ALL,FALSE,NULL,,1256,,,54:37.0
