"id","name","changed","repository_name","cache_data","data_source","dirty_reads","distinct","enclosure_id_field","force_active","gen_reassign_act","hierarchy_parent_field","type","inactive","insert_update_all_columns","log_changes","maximum_cursor_size","multirecipient_select","no_delete","no_insert","no_update","no_merge","owner_delete","placeholder","popup_visibility_auto_all","popup_visibility_type","prefetch_size","recipient_id_field","reverse_fill_threshold","scripted","search_specification","sort_specification","status_field","synonym_field","upgrade_ancestor","xa_attribute_value_bus_comp","xa_class_id_field","comments","object_locked","object_language_locked","project_id","class_id","table_id","created_at","updated_at"
1,A Portfolio Account,false,Siebel Repository,false,"",true,false,"",false,false,"",Non-Transient,false,false,true,,false,false,false,false,false,false,,false,"",,"",,false,"[Portfolio Category Type] = LookupValue (""PMP_ACCNT_CTGRY"",""A"")","","","","","","",UR Test 005ICMP2-SC-TFS Setup Check; SG:TFS Test; tfs aa123a Test123	,false,"",1645,1645,4175,,2024-07-08 22:18:08.000
